date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:26	10504/10504	---M--	200	added ('OK')	image/png	etag:%22fd332ba7a843ce5f9e077e386bb3c0ce-ssl%22	https://davis-html.netlify.app/assets/img/client/client3.png	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/client/client3.png	(from https://davis-html.netlify.app/index1.html)
11:57:27	15028/15028	---MCZ	200	added ('OK')	text/html	etag:%22bdbb3a5d654c2802d737c628cf016778-ssl-df%22	https://davis-html.netlify.app/blog-details.html	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/blog-details.html	(from https://davis-html.netlify.app/index1.html)
11:57:27	22903/22903	---M--	200	added ('OK')	image/jpeg	etag:%22749bcc86b5b37a908a1fc81e6347f288-ssl%22	https://davis-html.netlify.app/assets/img/blog/blog1.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/blog/blog1.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:27	26691/26691	---M--	200	added ('OK')	image/jpeg	etag:%22379605caefb584b2d19d9712df60acde-ssl%22	https://davis-html.netlify.app/assets/img/blog/blog2.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/blog/blog2.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:28	29740/29740	---M--	200	added ('OK')	image/jpeg	etag:%22fa38deb9356c4f9f0c70ae0858bf4b8b-ssl%22	https://davis-html.netlify.app/assets/img/blog/blog3.jpg	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/img/blog/blog3.jpg	(from https://davis-html.netlify.app/index1.html)
11:57:28	97162/97162	---M-Z	200	added ('OK')	application/javascript	etag:%2296f458e9264a800c596c8ef51b6111a3-ssl-df%22	https://davis-html.netlify.app/assets/js/jquery-1.12.4.min.js	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/js/jquery-1.12.4.min.js	(from https://davis-html.netlify.app/index1.html)
11:57:29	42663/42663	---M-Z	200	added ('OK')	application/javascript	etag:%22c6bf5d26a5d5426812fee327ce6a369e-ssl-df%22	https://davis-html.netlify.app/assets/js/jquery.slick.min.js	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/js/jquery.slick.min.js	(from https://davis-html.netlify.app/index1.html)
11:57:33	52580/52580	---M-Z	200	added ('OK')	application/javascript	etag:%225d3de548aa0b0b47f2cb29772daecd45-ssl-df%22	https://davis-html.netlify.app/assets/js/lightgallery.min.js	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/js/lightgallery.min.js	(from https://davis-html.netlify.app/index1.html)
11:57:33	8428/8428	---M-Z	200	added ('OK')	application/javascript	etag:%22b4a9b318faa12204a3604dc248bbfabe-ssl-df%22	https://davis-html.netlify.app/assets/js/wow.min.js	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/js/wow.min.js	(from https://davis-html.netlify.app/index1.html)
11:57:34	14832/14832	---M-Z	200	added ('OK')	application/javascript	etag:%228e31b2589fa6396a1ed4210a6c4e7a74-ssl-df%22	https://davis-html.netlify.app/assets/js/ripples.min.js	C:/Users/IQD%20TECH/OneDrive/Desktop/portfolio/davis-html.netlify.app/assets/js/ripples.min.js	(from https://davis-html.netlify.app/index1.html)
